date,region,sales_rep,product,deal_stage,deal_size,units_sold,unit_price,revenue,month,month_name,quarter,day_of_week,is_won,revenue_per_unit
2023-12-04,North,Carol,Hardware,Closed Won,Medium,3,2758.71,8276.13,12,Dec,4,Monday,1,2758.71
2023-09-01,East,Eva,Training,Closed Lost,Medium,11,8432.16,0.0,9,Sep,3,Friday,0,0.0
2023-10-09,East,Eva,Support Package,Closed Lost,Medium,11,1767.97,0.0,10,Oct,4,Monday,0,0.0
2023-03-26,West,Bob,Training,Closed Won,Medium,13,5971.77,77633.01,3,Mar,1,Sunday,1,5971.77
2023-05-16,East,David,Consulting,Closed Won,Medium,7,6495.99,45471.93,5,May,2,Tuesday,1,6495.99
2023-09-28,North,Bob,Software Liscense,Closed Lost,Small,17,1077.27,0.0,9,Sep,3,Thursday,0,0.0
2023-11-07,West,Eva,Support Package,Closed Lost,Small,2,4472.83,0.0,11,Nov,4,Tuesday,0,0.0
2023-08-05,North,Frank,Consulting,Closed Lost,Small,12,14356.92,0.0,8,Aug,3,Saturday,0,0.0
2023-04-19,West,Eva,Consulting,Closed Won,Small,10,14327.67,143276.7,4,Apr,2,Wednesday,1,14327.67
2023-10-04,West,Frank,Support Package,Closed Won,Large,18,5608.74,100957.32,10,Oct,4,Wednesday,1,5608.74
2023-12-20,South,Alice,Training,Closed Won,Medium,11,1124.95,12374.45,12,Dec,4,Wednesday,1,1124.95
2023-04-13,North,Eva,Consulting,Closed Won,Large,16,3096.88,49550.08,4,Apr,2,Thursday,1,3096.88
2023-06-09,East,Alice,Hardware,Closed Won,Small,17,6187.16,105181.72,6,Jun,2,Friday,1,6187.16
2023-07-24,East,David,Consulting,Closed Lost,Large,19,14242.81,0.0,7,Jul,3,Monday,0,0.0
2023-12-10,North,Bob,Training,Closed Won,Medium,18,7411.74,133411.32,12,Dec,4,Sunday,1,7411.74
2023-11-29,East,Frank,Training,Closed Won,Medium,3,11570.98,34712.94,11,Nov,4,Wednesday,1,11570.98
2023-07-11,East,Bob,Hardware,Closed Won,Medium,16,2075.9,33214.4,7,Jul,3,Tuesday,1,2075.9
2023-08-13,North,Alice,Consulting,Closed Won,Small,6,14728.23,88369.38,8,Aug,3,Sunday,1,14728.23
2023-09-22,West,Frank,Training,Closed Won,Medium,12,6033.44,72401.28,9,Sep,3,Friday,1,6033.44
2023-08-20,North,Bob,Support Package,Closed Won,Medium,11,11740.9,129149.9,8,Aug,3,Sunday,1,11740.9
2023-03-03,West,Eva,Software Liscense,Closed Won,Small,15,5467.57,82013.55,3,Mar,1,Friday,1,5467.57
2023-05-07,East,Carol,Software Liscense,Closed Lost,Small,15,9601.2,0.0,5,May,2,Sunday,0,0.0
2023-04-26,East,Alice,Software Liscense,Closed Lost,Large,16,3284.23,0.0,4,Apr,2,Wednesday,0,0.0
2023-02-02,Unknown,Bob,Consulting,Closed Won,Large,10,2617.3,26173.0,2,Feb,1,Thursday,1,2617.3
2023-06-23,South,Alice,Hardware,Closed Won,Large,12,14101.93,169223.16,6,Jun,2,Friday,1,14101.93
2023-01-11,West,Grace,Training,Closed Lost,Medium,13,13805.89,0.0,1,Jan,1,Wednesday,0,0.0
2023-10-29,South,Alice,Support Package,Closed Won,Small,4,13368.3,53473.2,10,Oct,4,Sunday,1,13368.3
2023-10-11,South,Frank,Support Package,Closed Won,Small,7,9568.79,66981.53,10,Oct,4,Wednesday,1,9568.79
2023-04-28,North,Grace,Consulting,Closed Lost,Small,2,12219.89,0.0,4,Apr,2,Friday,0,0.0
2023-10-29,South,Henry,Software Liscense,Closed Won,Small,15,1501.04,22515.6,10,Oct,4,Sunday,1,1501.04
2023-04-23,North,Frank,Software License,Closed Won,Small,8,5354.44,42835.52,4,Apr,2,Sunday,1,5354.44
2023-01-04,North,Carol,Hardware,Closed Won,Small,7,7411.74,51882.18,1,Jan,1,Wednesday,1,7411.74
2023-02-06,South,Grace,Hardware,Closed Won,Small,15,9716.86,145752.9,2,Feb,1,Monday,1,9716.86
2023-12-29,West,Henry,Training,Closed Won,Large,14,5661.39,79259.46,12,Dec,4,Friday,1,5661.39
2023-11-20,West,Eva,Training,Closed Lost,Small,8,2653.35,0.0,11,Nov,4,Monday,0,0.0
2023-01-31,West,Alice,Hardware,Closed Won,Large,12,9148.77,109785.24,1,Jan,1,Tuesday,1,9148.77
2023-04-28,West,Bob,Hardware,Closed Won,Medium,13,12308.57,160011.41,4,Apr,2,Friday,1,12308.57
2023-02-04,West,David,Hardware,Closed Lost,Small,11,6040.79,0.0,2,Feb,1,Saturday,0,0.0
2023-01-17,South,Alice,Consulting,Closed Won,Small,17,2417.9,41104.3,1,Jan,1,Tuesday,1,2417.9
2023-06-19,South,Henry,Hardware,Closed Won,Small,17,3351.98,56983.66,6,Jun,2,Monday,1,3351.98
2023-02-06,East,Alice,Support Package,Closed Lost,Small,4,3943.51,0.0,2,Feb,1,Monday,0,0.0
2023-09-21,West,Carol,Software Liscense,Closed Won,Medium,8,7411.74,59293.92,9,Sep,3,Thursday,1,7411.74
2023-05-02,South,Eva,Hardware,Closed Lost,Small,5,9820.53,0.0,5,May,2,Tuesday,0,0.0
2023-05-23,East,David,Software Liscense,Closed Lost,Small,16,7411.74,0.0,5,May,2,Tuesday,0,0.0
2023-12-09,West,Grace,Consulting,Closed Won,Small,4,10593.16,42372.64,12,Dec,4,Saturday,1,10593.16
2023-09-06,North,Grace,Software Liscense,Closed Won,Large,15,5756.28,86344.2,9,Sep,3,Wednesday,1,5756.28
2023-04-20,East,Grace,Consulting,Closed Lost,Medium,12,12447.97,0.0,4,Apr,2,Thursday,0,0.0
2023-10-04,South,Henry,Support Package,Closed Won,Medium,5,3459.27,17296.35,10,Oct,4,Wednesday,1,3459.27
2023-03-09,North,Frank,Consulting,Closed Lost,Small,16,7301.09,0.0,3,Mar,1,Thursday,0,0.0
2023-10-20,North,Frank,Consulting,Closed Won,Medium,14,12113.61,169590.54,10,Oct,4,Friday,1,12113.61
2023-10-23,North,Bob,Training,Closed Won,Medium,10,3112.3,31123.0,10,Oct,4,Monday,1,3112.3
2023-08-31,East,David,Hardware,Closed Won,Medium,7,2093.02,14651.14,8,Aug,3,Thursday,1,2093.02
2023-05-05,South,Grace,Hardware,Closed Lost,Large,13,13313.42,0.0,5,May,2,Friday,0,0.0
2023-08-31,North,Frank,Support Package,Closed Lost,Small,5,5472.48,0.0,8,Aug,3,Thursday,0,0.0
2023-07-28,West,Henry,Support Package,Closed Won,Large,3,10416.12,31248.36,7,Jul,3,Friday,1,10416.12
2023-04-08,North,Bob,Hardware,Closed Won,Large,15,867.55,13013.25,4,Apr,2,Saturday,1,867.55
2023-02-18,North,Eva,Training,Closed Lost,Small,4,10505.68,0.0,2,Feb,1,Saturday,0,0.0
2023-02-19,East,Bob,Hardware,Closed Won,Small,15,5083.47,76252.05,2,Feb,1,Sunday,1,5083.47
2023-12-04,East,Frank,Software License,Closed Won,Large,14,1308.24,18315.36,12,Dec,4,Monday,1,1308.24
2023-08-09,South,Carol,Support Package,Closed Lost,Small,19,9342.29,0.0,8,Aug,3,Wednesday,0,0.0
2023-07-01,West,Henry,Software Liscense,Closed Won,Medium,13,3991.66,51891.58,7,Jul,3,Saturday,1,3991.66
2023-08-05,East,Carol,Support Package,Closed Lost,Large,10,6108.71,0.0,8,Aug,3,Saturday,0,0.0
2023-07-30,North,Grace,Support Package,Closed Won,Medium,5,1668.42,8342.1,7,Jul,3,Sunday,1,1668.42
2023-08-28,South,Carol,Consulting,Closed Won,Small,6,2633.87,15803.22,8,Aug,3,Monday,1,2633.87
2023-01-28,North,Grace,Consulting,Closed Won,Medium,4,4820.67,19282.68,1,Jan,1,Saturday,1,4820.67
2023-12-11,North,Grace,Consulting,Closed Lost,Small,2,1801.51,0.0,12,Dec,4,Monday,0,0.0
2023-12-01,East,Frank,Consulting,Closed Won,Medium,16,13706.98,219311.68,12,Dec,4,Friday,1,13706.98
2023-11-27,South,Carol,Training,Closed Won,Small,18,7411.74,133411.32,11,Nov,4,Monday,1,7411.74
2023-02-20,West,Grace,Hardware,Closed Won,Medium,5,7515.97,37579.85,2,Feb,1,Monday,1,7515.97
2023-02-01,West,David,Software License,Closed Lost,Medium,4,2287.09,0.0,2,Feb,1,Wednesday,0,0.0
2023-07-26,East,Eva,Support Package,Closed Won,Medium,13,4961.35,64497.55,7,Jul,3,Wednesday,1,4961.35
2023-06-23,East,Bob,Training,Closed Won,Medium,19,13927.86,264629.34,6,Jun,2,Friday,1,13927.86
2023-02-25,South,Bob,Software Liscense,Closed Lost,Medium,2,2844.57,0.0,2,Feb,1,Saturday,0,0.0
2023-05-08,West,Frank,Training,Closed Won,Medium,13,14504.57,188559.41,5,May,2,Monday,1,14504.57
2023-04-09,West,Carol,Training,Closed Won,Small,11,3484.02,38324.22,4,Apr,2,Sunday,1,3484.02
2023-04-08,West,Carol,Support Package,Closed Lost,Medium,4,11252.71,0.0,4,Apr,2,Saturday,0,0.0
2023-10-02,North,Grace,Hardware,Closed Won,Small,15,8426.82,126402.3,10,Oct,4,Monday,1,8426.82
2023-08-18,West,Henry,Consulting,Closed Lost,Large,4,13324.94,0.0,8,Aug,3,Friday,0,0.0
2023-03-13,North,Alice,Hardware,Closed Won,Small,9,8532.9,76796.1,3,Mar,1,Monday,1,8532.9
2023-08-05,South,Grace,Support Package,Closed Lost,Small,7,8251.11,0.0,8,Aug,3,Saturday,0,0.0
2023-04-04,North,Eva,Support Package,Closed Won,Medium,19,3334.14,63348.66,4,Apr,2,Tuesday,1,3334.14
2023-05-23,South,David,Support Package,Closed Won,Small,19,2910.33,55296.27,5,May,2,Tuesday,1,2910.33
2023-08-25,West,Bob,Software Liscense,Closed Lost,Small,6,13789.09,0.0,8,Aug,3,Friday,0,0.0
2023-05-08,West,Grace,Hardware,Closed Lost,Medium,6,5253.65,0.0,5,May,2,Monday,0,0.0
2023-02-08,South,Alice,Hardware,Closed Won,Medium,15,5895.19,88427.85,2,Feb,1,Wednesday,1,5895.19
2023-08-15,East,Alice,Training,Closed Won,Medium,15,11517.44,172761.6,8,Aug,3,Tuesday,1,11517.44
2023-10-09,South,Grace,Training,Closed Lost,Small,9,5412.94,0.0,10,Oct,4,Monday,0,0.0
2023-02-20,East,Frank,Training,Closed Won,Medium,4,14304.91,57219.64,2,Feb,1,Monday,1,14304.91
2023-01-26,North,Bob,Support Package,Closed Lost,Small,18,11199.95,0.0,1,Jan,1,Thursday,0,0.0
2023-11-30,North,Frank,Hardware,Closed Lost,Medium,18,9162.72,0.0,11,Nov,4,Thursday,0,0.0
2023-10-04,North,David,Support Package,Closed Won,Medium,5,13272.98,66364.9,10,Oct,4,Wednesday,1,13272.98
2023-01-08,West,Alice,Software Liscense,Closed Won,Medium,11,1219.29,13412.19,1,Jan,1,Sunday,1,1219.29
2023-02-17,Unknown,Alice,Training,Closed Lost,Small,5,4227.41,0.0,2,Feb,1,Friday,0,0.0
2023-05-02,East,Eva,Support Package,Closed Won,Small,4,7243.03,28972.12,5,May,2,Tuesday,1,7243.03
2023-03-27,North,David,Support Package,Closed Won,Small,12,3791.19,45494.28,3,Mar,1,Monday,1,3791.19
2023-07-28,South,Alice,Software Liscense,Closed Lost,Small,2,7411.74,0.0,7,Jul,3,Friday,0,0.0
2023-09-06,South,David,Consulting,Closed Won,Small,13,13828.52,179770.76,9,Sep,3,Wednesday,1,13828.52
2023-09-04,West,Bob,Hardware,Closed Lost,Medium,10,6644.67,0.0,9,Sep,3,Monday,0,0.0
2023-04-20,South,Carol,Consulting,Closed Won,Small,9,5460.92,49148.28,4,Apr,2,Thursday,1,5460.92
2023-07-25,East,Alice,Training,Closed Won,Large,10,7411.74,74117.4,7,Jul,3,Tuesday,1,7411.74
2023-01-31,North,Eva,Support Package,Closed Won,Small,7,6950.36,48652.52,1,Jan,1,Tuesday,1,6950.36
2023-03-26,West,Bob,Software Liscense,Closed Won,Medium,4,7591.2,30364.8,3,Mar,1,Sunday,1,7591.2
2023-07-14,North,Grace,Software Liscense,Closed Won,Medium,19,5598.92,106379.48,7,Jul,3,Friday,1,5598.92
2023-01-02,North,David,Hardware,Closed Won,Small,10,13688.45,136884.5,1,Jan,1,Monday,1,13688.45
2023-07-19,East,Grace,Consulting,Closed Lost,Small,3,8749.85,0.0,7,Jul,3,Wednesday,0,0.0
2023-05-16,South,Frank,Hardware,Closed Won,Medium,19,11551.53,219479.07,5,May,2,Tuesday,1,11551.53
2023-08-21,South,Bob,Support Package,Closed Won,Small,2,12271.2,24542.4,8,Aug,3,Monday,1,12271.2
2023-05-27,North,Grace,Software License,Closed Won,Large,10,7411.74,74117.4,5,May,2,Saturday,1,7411.74
2023-08-05,West,Henry,Software Liscense,Closed Won,Medium,2,6788.57,13577.14,8,Aug,3,Saturday,1,6788.57
2023-12-23,South,Henry,Software Liscense,Closed Won,Large,2,12802.84,25605.68,12,Dec,4,Saturday,1,12802.84
2023-10-12,West,Alice,Training,Closed Won,Small,17,5767.2,98042.4,10,Oct,4,Thursday,1,5767.2
2023-12-05,South,David,Training,Closed Won,Medium,16,12012.06,192192.96,12,Dec,4,Tuesday,1,12012.06
2023-09-07,West,Carol,Support Package,Closed Won,Medium,16,14144.39,226310.24,9,Sep,3,Thursday,1,14144.39
2023-03-21,East,Bob,Consulting,Closed Won,Medium,14,9536.55,133511.7,3,Mar,1,Tuesday,1,9536.55
2023-04-08,West,Alice,Hardware,Closed Lost,Small,7,11253.6,0.0,4,Apr,2,Saturday,0,0.0
2023-06-01,East,Eva,Support Package,Closed Won,Medium,11,12173.91,133913.01,6,Jun,2,Thursday,1,12173.91
2023-04-22,East,Frank,Training,Closed Won,Small,1,12753.07,12753.07,4,Apr,2,Saturday,1,12753.07
2023-01-30,West,David,Hardware,Closed Won,Medium,11,6228.27,68510.97,1,Jan,1,Monday,1,6228.27
2023-10-24,East,Bob,Training,Closed Won,Small,4,1243.32,4973.28,10,Oct,4,Tuesday,1,1243.32
2023-10-05,North,Henry,Hardware,Closed Lost,Large,7,6327.21,0.0,10,Oct,4,Thursday,0,0.0
2023-02-01,East,Bob,Consulting,Closed Won,Small,15,10269.47,154042.05,2,Feb,1,Wednesday,1,10269.47
2023-06-10,South,Carol,Software License,Closed Won,Medium,18,7030.08,126541.44,6,Jun,2,Saturday,1,7030.08
2023-01-30,West,Henry,Hardware,Closed Won,Large,12,11359.97,136319.64,1,Jan,1,Monday,1,11359.97
2023-01-26,North,Carol,Software Liscense,Closed Won,Medium,17,5676.25,96496.25,1,Jan,1,Thursday,1,5676.25
2023-10-27,West,Eva,Software Liscense,Closed Won,Medium,1,9703.79,9703.79,10,Oct,4,Friday,1,9703.79
2023-09-02,South,Frank,Hardware,Closed Won,Small,11,3203.09,35233.99,9,Sep,3,Saturday,1,3203.09
2023-09-15,South,Eva,Hardware,Closed Lost,Large,1,11365.86,0.0,9,Sep,3,Friday,0,0.0
2023-09-29,South,Alice,Hardware,Closed Won,Small,15,8412.59,126188.85,9,Sep,3,Friday,1,8412.59
2023-03-22,East,Alice,Software Liscense,Closed Won,Medium,10,7411.74,74117.4,3,Mar,1,Wednesday,1,7411.74
2023-01-30,East,Eva,Software Liscense,Closed Won,Medium,7,4732.71,33128.97,1,Jan,1,Monday,1,4732.71
2023-09-18,West,Frank,Hardware,Closed Won,Medium,2,11354.83,22709.66,9,Sep,3,Monday,1,11354.83
2023-02-11,West,Eva,Training,Closed Won,Small,10,7497.72,74977.2,2,Feb,1,Saturday,1,7497.72
2023-04-06,North,Frank,Training,Closed Lost,Medium,4,3632.46,0.0,4,Apr,2,Thursday,0,0.0
2023-02-05,North,Frank,Consulting,Closed Lost,Medium,12,14525.43,0.0,2,Feb,1,Sunday,0,0.0
2023-11-01,West,Grace,Support Package,Closed Won,Small,19,10869.31,206516.89,11,Nov,4,Wednesday,1,10869.31
2023-02-04,East,Henry,Training,Closed Lost,Large,11,14378.46,0.0,2,Feb,1,Saturday,0,0.0
2023-12-12,South,David,Software Liscense,Closed Lost,Small,8,6693.02,0.0,12,Dec,4,Tuesday,0,0.0
2023-05-01,West,Frank,Training,Closed Lost,Small,18,7388.95,0.0,5,May,2,Monday,0,0.0
2023-07-26,North,Carol,Consulting,Closed Won,Small,11,13520.35,148723.85,7,Jul,3,Wednesday,1,13520.35
2023-03-03,East,Frank,Consulting,Closed Lost,Small,11,8113.22,0.0,3,Mar,1,Friday,0,0.0
2023-10-19,West,Frank,Support Package,Closed Won,Large,13,10755.54,139822.02,10,Oct,4,Thursday,1,10755.54
2023-05-07,West,Frank,Training,Closed Lost,Small,3,4156.51,0.0,5,May,2,Sunday,0,0.0
2023-10-24,East,Grace,Software Liscense,Closed Won,Small,12,6977.53,83730.36,10,Oct,4,Tuesday,1,6977.53
2023-11-01,West,Henry,Software Liscense,Closed Won,Small,3,2290.02,6870.06,11,Nov,4,Wednesday,1,2290.02
2023-01-21,East,Grace,Hardware,Closed Lost,Medium,10,3486.71,0.0,1,Jan,1,Saturday,0,0.0
2023-11-14,South,Alice,Software Liscense,Closed Won,Medium,17,513.68,8732.56,11,Nov,4,Tuesday,1,513.68
2023-02-11,East,Grace,Support Package,Closed Lost,Small,2,1069.34,0.0,2,Feb,1,Saturday,0,0.0
2023-08-03,East,Carol,Support Package,Closed Lost,Small,17,14670.62,0.0,8,Aug,3,Thursday,0,0.0
2023-12-03,Unknown,Carol,Software Liscense,Closed Lost,Large,16,4014.13,0.0,12,Dec,4,Sunday,0,0.0
2023-10-26,West,Grace,Software Liscense,Closed Won,Small,2,10118.01,20236.02,10,Oct,4,Thursday,1,10118.01
2023-10-17,West,Henry,Hardware,Closed Lost,Small,6,12666.95,0.0,10,Oct,4,Tuesday,0,0.0
2023-09-25,East,Eva,Software Liscense,Closed Won,Small,10,8484.58,84845.8,9,Sep,3,Monday,1,8484.58
2023-06-11,West,David,Hardware,Closed Won,Medium,10,2720.6,27206.0,6,Jun,2,Sunday,1,2720.6
2023-05-14,North,Henry,Software License,Closed Lost,Small,8,11057.69,0.0,5,May,2,Sunday,0,0.0
2023-04-15,North,Grace,Software Liscense,Closed Won,Medium,1,9203.65,9203.65,4,Apr,2,Saturday,1,9203.65
2023-12-09,West,Frank,Consulting,Closed Won,Small,13,11103.13,144340.69,12,Dec,4,Saturday,1,11103.13
2023-06-10,West,Bob,Software License,Closed Lost,Large,9,11661.33,0.0,6,Jun,2,Saturday,0,0.0
2023-05-03,East,David,Hardware,Closed Won,Small,10,14643.45,146434.5,5,May,2,Wednesday,1,14643.45
2023-05-16,South,David,Software Liscense,Closed Won,Medium,15,8816.67,132250.05,5,May,2,Tuesday,1,8816.67
2023-07-22,West,Carol,Consulting,Closed Lost,Small,5,5453.8,0.0,7,Jul,3,Saturday,0,0.0
2023-03-09,North,David,Software Liscense,Closed Won,Small,16,9902.74,158443.84,3,Mar,1,Thursday,1,9902.74
2023-12-10,East,Grace,Software Liscense,Closed Lost,Medium,13,1492.39,0.0,12,Dec,4,Sunday,0,0.0
2023-11-27,West,Frank,Software Liscense,Closed Lost,Small,18,7411.74,0.0,11,Nov,4,Monday,0,0.0
2023-06-03,North,Frank,Training,Closed Lost,Large,11,2231.02,0.0,6,Jun,2,Saturday,0,0.0
2023-08-23,North,Alice,Software Liscense,Closed Lost,Large,9,7411.74,0.0,8,Aug,3,Wednesday,0,0.0
2023-06-11,Unknown,Frank,Software License,Closed Won,Large,16,12328.31,197252.96,6,Jun,2,Sunday,1,12328.31
2023-02-07,East,Henry,Software License,Closed Won,Small,2,9161.03,18322.06,2,Feb,1,Tuesday,1,9161.03
2023-01-05,East,Frank,Consulting,Closed Lost,Medium,2,6207.72,0.0,1,Jan,1,Thursday,0,0.0
2023-08-23,South,Carol,Consulting,Closed Lost,Small,12,7364.82,0.0,8,Aug,3,Wednesday,0,0.0
2023-11-15,South,Frank,Consulting,Closed Won,Large,8,12890.94,103127.52,11,Nov,4,Wednesday,1,12890.94
2023-10-16,East,Alice,Consulting,Closed Won,Medium,9,5430.06,48870.54,10,Oct,4,Monday,1,5430.06
2023-02-21,East,Bob,Consulting,Closed Won,Medium,12,13109.92,157319.04,2,Feb,1,Tuesday,1,13109.92
2023-02-07,West,Grace,Consulting,Closed Won,Small,9,1777.95,16001.55,2,Feb,1,Tuesday,1,1777.95
2023-10-03,West,Carol,Consulting,Closed Lost,Medium,10,11763.58,0.0,10,Oct,4,Tuesday,0,0.0
2023-04-20,South,Henry,Hardware,Closed Won,Small,2,12789.44,25578.88,4,Apr,2,Thursday,1,12789.44
2023-09-17,West,Bob,Software Liscense,Closed Lost,Medium,16,3136.36,0.0,9,Sep,3,Sunday,0,0.0
2023-05-16,North,Carol,Support Package,Closed Lost,Small,7,6740.02,0.0,5,May,2,Tuesday,0,0.0
2023-03-09,West,Eva,Training,Closed Won,Medium,2,2899.75,5799.5,3,Mar,1,Thursday,1,2899.75
2023-06-28,West,David,Support Package,Closed Won,Medium,1,10745.76,10745.76,6,Jun,2,Wednesday,1,10745.76
2023-02-05,North,Eva,Support Package,Closed Won,Medium,19,8262.54,156988.26,2,Feb,1,Sunday,1,8262.54
2023-05-06,South,Frank,Software Liscense,Closed Won,Small,4,9712.19,38848.76,5,May,2,Saturday,1,9712.19
2023-07-09,North,Bob,Software Liscense,Closed Lost,Medium,2,3349.06,0.0,7,Jul,3,Sunday,0,0.0
2023-05-26,West,Frank,Software Liscense,Closed Lost,Small,14,3570.31,0.0,5,May,2,Friday,0,0.0
2023-03-22,South,David,Consulting,Closed Lost,Small,2,1101.71,0.0,3,Mar,1,Wednesday,0,0.0
2023-08-13,West,Carol,Hardware,Closed Won,Small,15,5169.98,77549.7,8,Aug,3,Sunday,1,5169.98
2023-10-06,North,David,Consulting,Closed Won,Small,12,8616.3,103395.6,10,Oct,4,Friday,1,8616.3
2023-12-27,North,Alice,Hardware,Closed Lost,Small,5,12940.06,0.0,12,Dec,4,Wednesday,0,0.0
2023-06-04,West,David,Hardware,Closed Won,Medium,7,10170.45,71193.15,6,Jun,2,Sunday,1,10170.45
2023-11-10,East,Alice,Support Package,Closed Won,Small,10,6813.25,68132.5,11,Nov,4,Friday,1,6813.25
2023-12-01,East,David,Support Package,Closed Won,Small,14,14320.24,200483.36,12,Dec,4,Friday,1,14320.24
2023-09-28,North,Grace,Hardware,Closed Lost,Large,14,10929.06,0.0,9,Sep,3,Thursday,0,0.0
2023-01-05,North,Alice,Hardware,Closed Won,Small,5,13987.4,69937.0,1,Jan,1,Thursday,1,13987.4
2023-12-08,East,Bob,Consulting,Closed Lost,Medium,18,8150.03,0.0,12,Dec,4,Friday,0,0.0
2023-10-11,East,Frank,Consulting,Closed Lost,Medium,14,4254.11,0.0,10,Oct,4,Wednesday,0,0.0
2023-06-03,West,Henry,Support Package,Closed Won,Large,2,1265.99,2531.98,6,Jun,2,Saturday,1,1265.99
2023-12-06,West,Frank,Software Liscense,Closed Won,Medium,12,11028.23,132338.76,12,Dec,4,Wednesday,1,11028.23
2023-02-23,East,Eva,Hardware,Closed Won,Medium,6,2258.89,13553.34,2,Feb,1,Thursday,1,2258.89
2023-03-10,West,Frank,Consulting,Closed Lost,Medium,4,4890.24,0.0,3,Mar,1,Friday,0,0.0
2023-05-16,West,Carol,Support Package,Closed Won,Small,13,8220.83,106870.79,5,May,2,Tuesday,1,8220.83
